CodeBarre;HLESMD00-ECS46-055; O bag winter 2018;p029-04; micromanico tubolare corto;HLESMD00;ECS46;055;nero;black
CodeBarre;HLESMD00-ECS46-076; O bag winter 2018;p029-05; micromanico tubolare corto;HLESMD00;ECS46;076;rosso;red
CodeBarre;HLESMD00-ECS46-221; O bag winter 2018;p029-06; micromanico tubolare corto;HLESMD00;ECS46;221;cognac;cognac
CodeBarre;HLESAH00-PLS00-055; O bag winter 2018;p031-01; manichetto maxi catena;HLESAH00;PLS00;055;nero;black
CodeBarre;HLESAH00-PLS00-564; O bag winter 2018;p031-02; manichetto maxi catena;HLESAH00;PLS00;564;tartarugato;tartarugato
CodeBarre;HLESG000-ECS04-017; O bag winter 2018;p032-01; manico lungo ecopelle;HLESG000;ECS04;017;blu navy;navy blue
CodeBarre;HLESG000-ECS04-038; O bag winter 2018;p032-02; manico lungo ecopelle;HLESG000;ECS04;038;grafite;graphite
CodeBarre;HLESG000-ECS04-082; O bag winter 2018;p032-03; manico lungo ecopelle;HLESG000;ECS04;082;tabacco;tobacco
CodeBarre;HLESG000-ECS04-137; O bag winter 2018;p032-04; manico lungo ecopelle;HLESG000;ECS04;137;bluette;bluette
CodeBarre;HLESG000-ECS04-051; O bag winter 2018;p032-05; manico lungo ecopelle;HLESG000;ECS04;051;mostarda;mostarda
CodeBarre;HLESG000-ECS04-046; O bag winter 2018;p032-06; manico lungo ecopelle;HLESG000;ECS04;046;mare;mare
CodeBarre;HLESG000-ECS04-093; O bag winter 2018;p032-07; manico lungo ecopelle;HLESG000;ECS04;093;vino;wine
CodeBarre;HLESG000-ECS04-135; O bag winter 2018;p032-08; manico lungo ecopelle;HLESG000;ECS04;135;peltro;peltro
CodeBarre;HLESG000-ECS04-183; O bag winter 2018;p032-09; manico lungo ecopelle;HLESG000;ECS04;183;viola;violet
CodeBarre;HLESD000-ECS35-017; O bag winter 2018;p033-01; manico lungo componibile;HLESD000;ECS35;017;blu navy;navy blue
CodeBarre;HLESD000-ECS35-018; O bag winter 2018;p033-02; manico lungo componibile;HLESD000;ECS35;018;bordeaux;burgundy
CodeBarre;HLESD000-ECS35-055; O bag winter 2018;p033-03; manico lungo componibile;HLESD000;ECS35;055;nero;black
CodeBarre;HLESD000-ECS35-084; O bag winter 2018;p033-04; manico lungo componibile;HLESD000;ECS35;084;testa di moro;dark brown
CodeBarre;HLESX200-ECS00-052; O bag winter 2018;p033-01; manico extra slim goccia;HLESX200;ECS00;052;vulcano;vulcano
CodeBarre;HLESCE01-ECS00-017; O bag winter 2018;p034-01; manico doppia catena a ‚Äút‚Äù;HLESCE01;ECS00;017;blu navy + oro;navy blue + gold
CodeBarre;HLESCE01-ECS00-018; O bag winter 2018;p034-02; manico doppia catena a ‚Äút‚Äù;HLESCE01;ECS00;018;bordeaux + oro;burgundy + gold
CodeBarre;HLESCE01-ECS00-020; O bag winter 2018;p034-03; manico doppia catena a ‚Äút‚Äù;HLESCE01;ECS00;020;bronzo + oro;bronze + gold
CodeBarre;HLESCE01-ECS00-084; O bag winter 2018;p034-04; manico doppia catena a ‚Äút‚Äù;HLESCE01;ECS00;084;testa di moro + oro;dark brown + gold
CodeBarre;HLESCE01-ECS00-055; O bag winter 2018;p034-05; manico doppia catena a ‚Äút‚Äù;HLESCE01;ECS00;055;nero + silver;black + silver
CodeBarre;HLESCE01-ECS07-075; O bag winter 2018;p034-01; manico doppia catena a ‚Äút‚Äù;HLESCE01;ECS07;075;rosa smoke + silver;rose smoke + silver
CodeBarre;HLESCE01-ECS07-017; O bag winter 2018;p034-02; manico doppia catena a ‚Äút‚Äù;HLESCE01;ECS07;017;blu navy + silver;navy blue + silver
CodeBarre;HLESCE01-ECS07-133; O bag winter 2018;p034-03; manico doppia catena a ‚Äút‚Äù;HLESCE01;ECS07;133;grigio chiaro + silver;light grey + silver
CodeBarre;SHOUC106-ECS16-017; O bag winter 2018;p035-01; tracolla catena con fascia;SHOUC106;ECS16;017;blu navy;navy blue
CodeBarre;SHOUC106-ECS16-018; O bag winter 2018;p035-02; tracolla catena con fascia;SHOUC106;ECS16;018;bordeaux;burgundy
CodeBarre;SHOUC106-ECS16-055; O bag winter 2018;p035-03; tracolla catena con fascia;SHOUC106;ECS16;055;nero;black
CodeBarre;SHOUC106-ECS16-084; O bag winter 2018;p035-04; tracolla catena con fascia;SHOUC106;ECS16;084;testa di moro;dark brown
CodeBarre;SHOUC106-ECS16-020; O bag winter 2018;p035-05; tracolla catena con fascia;SHOUC106;ECS16;020;bronzo;bronze
CodeBarre;HLESF300-PES00-027; O bag winter 2018;p036-01; manico con fibbia rombo;HLESF300;PES00;027;cuoio;leather
CodeBarre;SHOUGB00-TESK9-055; O bag winter 2018;p037-01; tracolla 80/120 tessuto;SHOUGB00;TESK9;055;nero;black
CodeBarre;SHOUGB00-TESK9-099; O bag winter 2018;p037-02; tracolla 80/120 tessuto;SHOUGB00;TESK9;099;grigio-tortora;grey - dove-grey
CodeBarre;SHOUGB00-TESK9-371; O bag winter 2018;p037-03; tracolla 80/120 tessuto;SHOUGB00;TESK9;371;latte;milk
CodeBarre;SHOUGB00-TESK9-130; O bag winter 2018;p037-04; tracolla 80/120 tessuto;SHOUGB00;TESK9;130;azzurro;light blue
CodeBarre;SHOUGB00-TESK9-075; O bag winter 2018;p037-05; tracolla 80/120 tessuto;SHOUGB00;TESK9;075;rosa smoke;rose smoke
CodeBarre;SHOUCH01-PLS00-055; O bag winter 2018;p038-01; tracolla maxi catena 110 cm;SHOUCH01;PLS00;055;nero;black
CodeBarre;SHOUCH01-PLS00-564; O bag winter 2018;p038-02; tracolla maxi catena 110 cm;SHOUCH01;PLS00;564;tartarugato;tartarugato
CodeBarre;SHOUCG00-PLS00-055; O bag winter 2018;p038-01; tracolla maxi catena 80cm;SHOUCG00;PLS00;055;nero;black
CodeBarre;SHOUCG00-PLS00-564; O bag winter 2018;p038-02; tracolla maxi catena 80cm;SHOUCG00;PLS00;564;tartarugato;tartarugato
CodeBarre;SHOUX101-ECS07-017; O bag winter 2018;p039-01; tracolla extraslim 110 +;SHOUX101;ECS07;017;blu navy;navy blue
CodeBarre;SHOUX101-ECS07-055; O bag winter 2018;p039-02; tracolla extraslim 110 +;SHOUX101;ECS07;055;nero;black
CodeBarre;SHOUX101-ECS07-075; O bag winter 2018;p039-03; tracolla extraslim 110 +;SHOUX101;ECS07;075;rosa smoke;rose smoke
CodeBarre;SHOUX101-ECS07-133; O bag winter 2018;p039-04; tracolla extraslim 110 +;SHOUX101;ECS07;133;grigio chiaro;light grey
CodeBarre;SHOUX101-ECS07-134; O bag winter 2018;p039-05; tracolla extraslim 110 +;SHOUX101;ECS07;134;antracite;anthracite
CodeBarre;SHOUX101-ECS07-559; O bag winter 2018;p039-06; tracolla extraslim 110 +;SHOUX101;ECS07;559;rame;copper
CodeBarre;SHOUX201-ECS98-018; O bag winter 2018;p039-01; tracolla extraslim 110 +;SHOUX201;ECS98;018;bordeaux;burgundy
CodeBarre;SHOUX201-ECS98-055; O bag winter 2018;p039-02; tracolla extraslim 110 +;SHOUX201;ECS98;055;nero;black
CodeBarre;SHOUX201-ECS98-559; O bag winter 2018;p039-03; tracolla extraslim 110 +;SHOUX201;ECS98;559;rame;copper
CodeBarre;SHOUX201-ECS98-389; O bag winter 2018;p039-04; tracolla extraslim 110 +;SHOUX201;ECS98;389;silver;silver
CodeBarre;SHOUX201-ECS98-076; O bag winter 2018;p040-01; tracolla extraslim 110 +;SHOUX201;ECS98;076;rosso;red
CodeBarre;SHOUX201-ECS98-078; O bag winter 2018;p040-02; tracolla extraslim 110 +;SHOUX201;ECS98;078;sabbia;sand
CodeBarre;SHOUX201-ECS98-084; O bag winter 2018;p040-03; tracolla extraslim 110 +;SHOUX201;ECS98;084;testa di moro;dark brown
CodeBarre;SHOUX201-ECS98-541; O bag winter 2018;p040-04; tracolla extraslim 110 +;SHOUX201;ECS98;541;verde bosco;green forest
CodeBarre;SHOUX201-ECS98-137; O bag winter 2018;p040-05; tracolla extraslim 110 +;SHOUX201;ECS98;137;bluette;bright blue
CodeBarre;SHOUX201-ECS98-540; O bag winter 2018;p040-06; tracolla extraslim 110 +;SHOUX201;ECS98;540;curry;curry
CodeBarre;SHOUX101-ECS00-017; O bag winter 2018;p040-01; tracolla extraslim 110 +;SHOUX101;ECS00;017;blu navy;navy blue
CodeBarre;SHOUX101-ECS00-018; O bag winter 2018;p040-02; tracolla extraslim 110 +;SHOUX101;ECS00;018;bordeaux;burgundy
CodeBarre;SHOUX101-ECS00-020; O bag winter 2018;p040-03; tracolla extraslim 110 +;SHOUX101;ECS00;020;bronzo;bronze
CodeBarre;SHOUX101-ECS00-055; O bag winter 2018;p040-04; tracolla extraslim 110 +;SHOUX101;ECS00;055;nero;black
CodeBarre;SHOUX101-ECS00-004; O bag winter 2018;p044-01; tracolla extraslim 110 +;SHOUX101;ECS00;004;argento;silver
CodeBarre;SHOUX101-ECS00-008; O bag winter 2018;p044-02; tracolla extraslim 110 +;SHOUX101;ECS00;008;bianco;white
CodeBarre;SHOUX101-ECS00-009; O bag winter 2018;p044-03; tracolla extraslim 110 +;SHOUX101;ECS00;009;blu;blue
CodeBarre;SHOUX101-ECS00-018; O bag winter 2018;p044-04; tracolla extraslim 110 +;SHOUX101;ECS00;018;bordeaux;burgundy
CodeBarre;OBAGT001-FAS02-039; O bag winter 2018;p044-01; bordo O bag ecopelliccia;OBAGT001;FAS02;039;grigio;grey
CodeBarre;OBAGT001-FAS02-055; O bag winter 2018;p044-02; bordo O bag ecopelliccia;OBAGT001;FAS02;055;nero;black
CodeBarre;OBAGT001-FAS02-075; O bag winter 2018;p044-03; bordo O bag ecopelliccia;OBAGT001;FAS02;075;rosa smoke;rose smoke
CodeBarre;OBAGT001-FAS02-086; O bag winter 2018;p044-04; bordo O bag ecopelliccia;OBAGT001;FAS02;086;tortora;dove - grey
CodeBarre;OBAGT001-FAS02-548; O bag winter 2018;p044-05; bordo O bag ecopelliccia;OBAGT001;FAS02;548;bionda;blonde
CodeBarre;OBAGT001-FAS04-009; O bag winter 2018;p045-01; bordo O bag ecopelliccia;OBAGT001;FAS04;009;blu;blue
CodeBarre;OBAGT001-FAS04-018; O bag winter 2018;p045-02; bordo O bag ecopelliccia;OBAGT001;FAS04;018;bordeaux;burgundy
CodeBarre;OBAGT001-FAS04-039; O bag winter 2018;p045-03; bordo O bag ecopelliccia;OBAGT001;FAS04;039;grigio;grey
CodeBarre;OBAGT001-FAS04-054; O bag winter 2018;p045-04; bordo O bag ecopelliccia;OBAGT001;FAS04;054;naturale;natural
CodeBarre;OBAGT001-FAS04-055; O bag winter 2018;p045-05; bordo O bag ecopelliccia;OBAGT001;FAS04;055;nero;black
CodeBarre;OBAGT001-FAS04-302; O bag winter 2018;p045-06; bordo O bag ecopelliccia;OBAGT001;FAS04;302;nocciola+nero;hazel - black
CodeBarre;OBAGT001-FAS09-008; O bag winter 2018;p046-01; bordo O bag ecopelliccia;OBAGT001;FAS09;008;bianco;white
CodeBarre;OBAGT001-FAS09-009; O bag winter 2018;p046-02; bordo O bag ecopelliccia;OBAGT001;FAS09;009;blu;blue
CodeBarre;OBAGT001-FAS09-018; O bag winter 2018;p046-03; bordo O bag ecopelliccia;OBAGT001;FAS09;018;bordeaux;burgundy
CodeBarre;OBAGT001-FAS09-024; O bag winter 2018;p046-04; bordo O bag ecopelliccia;OBAGT001;FAS09;024;cioccolato;chocolate¬ 
CodeBarre;OBAGT001-FAS09-041; O bag winter 2018;p046-05; bordo O bag ecopelliccia;OBAGT001;FAS09;041;grigio scuro;dark grey
CodeBarre;OBAGT001-FAS09-055; O bag winter 2018;p046-06; bordo O bag ecopelliccia;OBAGT001;FAS09;055;nero;black
CodeBarre;OBAGT001-FAS09-075; O bag winter 2018;p046-07; bordo O bag ecopelliccia;OBAGT001;FAS09;075;rosa smoke;rose smoke
CodeBarre;OBAGT001-FAS09-078; O bag winter 2018;p046-08; bordo O bag ecopelliccia;OBAGT001;FAS09;078;sabbia;sand
CodeBarre;OBAGT001-FAS09-086; O bag winter 2018;p046-09; bordo O bag ecopelliccia;OBAGT001;FAS09;086;tortora;dove - grey
CodeBarre;OBAGT001-FAS09-137; O bag winter 2018;p046-10; bordo O bag ecopelliccia;OBAGT001;FAS09;137;bluette;bright blue
CodeBarre;OBAGT001-FAS34-086; O bag winter 2018;p047-01; bordo O bag ecopelliccia;OBAGT001;FAS34;086;tortora;dove - grey
CodeBarre;OBAGT001-FAS34-133; O bag winter 2018;p047-02; bordo O bag ecopelliccia;OBAGT001;FAS34;133;grigio chiaro;light grey
CodeBarre;OBAGT001-FAS34-227; O bag winter 2018;p047-03; bordo O bag ecopelliccia;OBAGT001;FAS34;227;bianco nero;white black
CodeBarre;OBAGT001-FAS34-125; O bag winter 2018;p047-04; bordo O bag ecopelliccia;OBAGT001;FAS34;125;multicolor;multicolor
CodeBarre;OBAGT001-FAS42-067; O bag winter 2018;p048-01; bordo O bag ecopelliccia;OBAGT001;FAS42;067;phard;phard
CodeBarre;OBAGT001-FAS42-133; O bag winter 2018;p048-02; bordo O bag ecopelliccia;OBAGT001;FAS42;133;grigio chiaro;light grey
CodeBarre;OBAGT001-FAS42-055; O bag winter 2018;p048-03; bordo O bag ecopelliccia;OBAGT001;FAS42;055;nero;black
CodeBarre;OBAGT001-FAS52-024; O bag winter 2018;p049-01; bordo O bag ecopelliccia;OBAGT001;FAS52;024;cioccolato;chocolate¬ 
CodeBarre;OBAGT001-LAS37-017; O bag winter 2018;p050-01; bordo O bag lana;OBAGT001;LAS37;017;blu navy;navy blue
CodeBarre;OBAGT001-LAS37-055; O bag winter 2018;p050-02; bordo O bag lana;OBAGT001;LAS37;055;nero;black
CodeBarre;OBAGT001-LAS37-086; O bag winter 2018;p050-03; bordo O bag lana;OBAGT001;LAS37;086;tortora;dove - grey
CodeBarre;OBAGT001-LAS37-371; O bag winter 2018;p050-04; bordo O bag lana;OBAGT001;LAS37;371;latte;milk
CodeBarre;OBAGT001-TES33-017; O bag winter 2018;p050-01; bordo O bag tessuto boucl√©;OBAGT001;TES33;017;blu navy;navy blue
CodeBarre;OBAGT001-TES33-026; O bag winter 2018;p050-02; bordo O bag tessuto boucl√©;OBAGT001;TES33;026;cobalto;cobalt blue
CodeBarre;OBAGT001-TES33-075; O bag winter 2018;p050-03; bordo O bag tessuto boucl√©;OBAGT001;TES33;075;rosa smoke;rose smoke
CodeBarre;OBAGT001-LAS40-024; O bag winter 2018;p051-01; bordo O bag lana treccia;OBAGT001;LAS40;024;cioccolato;chocolate¬ 
CodeBarre;OBAGT001-LAS40-561; O bag winter 2018;p051-02; bordo O bag lana treccia;OBAGT001;LAS40;561;cammello;camel
CodeBarre;OBAGT001-LAS40-018; O bag winter 2018;p051-03; bordo O bag lana treccia;OBAGT001;LAS40;018;bordeaux;burgundy
CodeBarre;OBAGT001-LAS40-024; O bag winter 2018;p051-04; bordo O bag lana treccia;OBAGT001;LAS40;024;cioccolato;chocolate¬ 
CodeBarre;OBAGT001-LAS40-055; O bag winter 2018;p051-05; bordo O bag lana treccia;OBAGT001;LAS40;055;nero;black
CodeBarre;OBAGT001-TEST5-017; O bag winter 2018;p052-01; bordo O bag tessuto lana;OBAGT001;TEST5;017;blu navy;navy blue
CodeBarre;OBAGT001-TEST5-055; O bag winter 2018;p052-02; bordo O bag tessuto lana;OBAGT001;TEST5;055;nero;black
CodeBarre;OBAGT001-LAS04-008; O bag winter 2018;p052-01; bordo O bag lana coste;OBAGT001;LAS04;008;bianco;white
CodeBarre;OBAGT001-LAS04-055; O bag winter 2018;p052-02; bordo O bag lana coste;OBAGT001;LAS04;055;nero;black
CodeBarre;OBAGT001-LAS04-086; O bag winter 2018;p052-03; bordo O bag lana coste;OBAGT001;LAS04;086;tortora;dove - grey
CodeBarre;OBAGT001-TEST6-559; O bag winter 2018;p053-01; bordo O bag tessuto;OBAGT001;TEST6;559;rame;copper
CodeBarre;OBAGT002-FAS02-004; O bag winter 2018;p054-01; bordo O bag mini;OBAGT002;FAS02;004;argento;silver
CodeBarre;OBAGT002-FAS02-055; O bag winter 2018;p054-02; bordo O bag mini;OBAGT002;FAS02;055;nero;black
CodeBarre;OBAGT002-FAS02-075; O bag winter 2018;p054-03; bordo O bag mini;OBAGT002;FAS02;075;rosa smoke;rose smoke
CodeBarre;OBAGT002-FAS02-086; O bag winter 2018;p054-04; bordo O bag mini;OBAGT002;FAS02;086;tortora;dove - grey
CodeBarre;OBAGT002-FAS02-133; O bag winter 2018;p054-05; bordo O bag mini;OBAGT002;FAS02;133;grigio chiaro;light grey
CodeBarre;OBAGT002-FAS02-548; O bag winter 2018;p054-06; bordo O bag mini;OBAGT002;FAS02;548;bionda;blonde
CodeBarre;OBAGT002-FAS02-008; O bag winter 2018;p054-07; bordo O bag mini;OBAGT002;FAS02;008;bianco;white
CodeBarre;OBAGT002-FAS04-009; O bag winter 2018;p055-01; bordo O bag mini;OBAGT002;FAS04;009;blu;blue
CodeBarre;OBAGT002-FAS04-018; O bag winter 2018;p055-02; bordo O bag mini;OBAGT002;FAS04;018;bordeaux;burgundy
CodeBarre;OBAGT002-FAS04-039; O bag winter 2018;p055-03; bordo O bag mini;OBAGT002;FAS04;039;grigio;grey
CodeBarre;OBAGT002-FAS04-054; O bag winter 2018;p055-04; bordo O bag mini;OBAGT002;FAS04;054;naturale;natural
CodeBarre;OBAGT002-FAS04-055; O bag winter 2018;p055-05; bordo O bag mini;OBAGT002;FAS04;055;nero;black
CodeBarre;OBAGT002-FAS09-008; O bag winter 2018;p056-01; bordo O bag mini;OBAGT002;FAS09;008;bianco;white
CodeBarre;OBAGT002-FAS09-017; O bag winter 2018;p056-02; bordo O bag mini;OBAGT002;FAS09;017;blu navy;navy blue
CodeBarre;OBAGT002-FAS09-018; O bag winter 2018;p056-03; bordo O bag mini;OBAGT002;FAS09;018;bordeaux;burgundy
CodeBarre;OBAGT002-FAS09-024; O bag winter 2018;p056-04; bordo O bag mini;OBAGT002;FAS09;024;cioccolato;chocolate¬ 
CodeBarre;OBAGT002-FAS09-041; O bag winter 2018;p056-05; bordo O bag mini;OBAGT002;FAS09;041;grigio scuro;dark grey
CodeBarre;OBAGT002-FAS09-055; O bag winter 2018;p056-06; bordo O bag mini;OBAGT002;FAS09;055;nero;black
CodeBarre;OBAGT002-FAS09-075; O bag winter 2018;p056-07; bordo O bag mini;OBAGT002;FAS09;075;rosa smoke;rose smoke
CodeBarre;OBAGT002-FAS09-078; O bag winter 2018;p056-08; bordo O bag mini;OBAGT002;FAS09;078;sabbia;sand
CodeBarre;OBAGT002-FAS09-086; O bag winter 2018;p056-09; bordo O bag mini;OBAGT002;FAS09;086;tortora;dove - grey
CodeBarre;OBAGT002-FAS09-133; O bag winter 2018;p056-10; bordo O bag mini;OBAGT002;FAS09;133;grigio chiaro;light grey
CodeBarre;OBAGT002-FAS09-137; O bag winter 2018;p056-11; bordo O bag mini;OBAGT002;FAS09;137;bluette;bright blue
CodeBarre;OBAGT002-FAS52-133; O bag winter 2018;p057-01; bordo O bag mini;OBAGT002;FAS52;133;grigio chiaro;light grey
CodeBarre;OBAGT002-FAS52-086; O bag winter 2018;p057-02; bordo O bag mini;OBAGT002;FAS52;086;tortora;dove
CodeBarre;OBAGT002-FAS52-227; O bag winter 2018;p057-03; bordo O bag mini;OBAGT002;FAS52;227;bianco/nero;white/black
CodeBarre;OBAGT002-FAS52-024; O bag winter 2018;p057-04; bordo O bag mini;OBAGT002;FAS52;024;cioccolato;chocolate¬ 
CodeBarre;OBAGT002-LAS34-017; O bag winter 2018;p058-01; bordo O bag mini lana rasata;OBAGT002;LAS34;017;blu navy;navy blue
CodeBarre;OBAGT002-LAS34-018; O bag winter 2018;p058-02; bordo O bag mini lana rasata;OBAGT002;LAS34;018;bordeaux;bordeaux
CodeBarre;OBAGT002-LAS34-055; O bag winter 2018;p058-03; bordo O bag mini lana rasata;OBAGT002;LAS34;055;nero;black
CodeBarre;OBAGT002-LAS34-086; O bag winter 2018;p058-04; bordo O bag mini lana rasata;OBAGT002;LAS34;086;tortora;dove - grey
CodeBarre;OBAGT002-LAS34-371; O bag winter 2018;p058-05; bordo O bag mini lana rasata;OBAGT002;LAS34;371;latte;milk
CodeBarre;OBAGT002-TEST6-559; O bag winter 2018;p058-01; bordo O bag mini tessuto;OBAGT002;TEST6;559;rame;copper
CodeBarre;OBAGT002-LAS39-017; O bag winter 2018;p059-01; bordo O bag mini lana;OBAGT002;LAS39;017;blu navy;navy blue
CodeBarre;OBAGT002-LAS39-055; O bag winter 2018;p059-02; bordo O bag mini lana;OBAGT002;LAS39;055;nero;black
CodeBarre;OBAGT002-LAS39-086; O bag winter 2018;p059-03; bordo O bag mini lana;OBAGT002;LAS39;086;tortora;dove
CodeBarre;OBAGT002-LAS39-024; O bag winter 2018;p059-04; bordo O bag mini lana;OBAGT002;LAS39;024;cioccolato;chocolate
CodeBarre;OBAGT002-LAS39-561; O bag winter 2018;p059-05; bordo O bag mini lana;OBAGT002;LAS39;561;cammello;camel
CodeBarre;OBAGT002-LAS39-371; O bag winter 2018;p059-06; bordo O bag mini lana;OBAGT002;LAS39;371;latte;white
CodeBarre;OBAGT002-TES33-018; O bag winter 2018;p060-01; bordo O bag mini tessuto;OBAGT002;TES33;018;bordeaux;burgundy
CodeBarre;OBAGT002-TES33-024; O bag winter 2018;p060-02; bordo O bag mini tessuto;OBAGT002;TES33;024;cioccolato;chocolate¬ 
CodeBarre;OBAGT002-TES33-055; O bag winter 2018;p060-03; bordo O bag mini tessuto;OBAGT002;TES33;055;nero;black
CodeBarre;OBAGT002-TES33-017; O bag winter 2018;p060-04; bordo O bag mini tessuto;OBAGT002;TES33;017;blu navy;navy blue
CodeBarre;OBAGT002-TES33-026; O bag winter 2018;p060-05; bordo O bag mini tessuto;OBAGT002;TES33;026;cobalto;cobalt blue
CodeBarre;OBAGT002-TES33-075; O bag winter 2018;p060-06; bordo O bag mini tessuto;OBAGT002;TES33;075;rosa smoke;rosa smoke
CodeBarre;OBAGT002-TEST5-017; O bag winter 2018;p061-01; bordo O bag mini tessuto;OBAGT002;TEST5;017;blu navy;navy blue
CodeBarre;OBAGT002-TEST5-055; O bag winter 2018;p061-02; bordo O bag mini tessuto;OBAGT002;TEST5;055;nero;black
CodeBarre;OBAGT031-FAS04-004; O bag winter 2018;p062-01; bordo O bag knit ecopelliccia;OBAGT031;FAS04;004;argento;silver
CodeBarre;OBAGT031-FAS04-008; O bag winter 2018;p062-02; bordo O bag knit ecopelliccia;OBAGT031;FAS04;008;bianco;white
CodeBarre;OBAGT031-FAS04-055; O bag winter 2018;p062-03; bordo O bag knit ecopelliccia;OBAGT031;FAS04;055;nero;black
CodeBarre;OBAGT031-FAS04-075; O bag winter 2018;p062-04; bordo O bag knit ecopelliccia;OBAGT031;FAS04;075;rosa smoke;rose smoke
CodeBarre;OBAGT031-FAS04-133; O bag winter 2018;p062-05; bordo O bag knit ecopelliccia;OBAGT031;FAS04;133;grigio chiaro;light grey
CodeBarre;OBAGT031-FAS04-548; O bag winter 2018;p062-06; bordo O bag knit ecopelliccia;OBAGT031;FAS04;548;bionda;blonde
CodeBarre;OBAGT031-FAS04-009; O bag winter 2018;p062-07; bordo O bag knit ecopelliccia;OBAGT031;FAS04;009;blu;blue
CodeBarre;OBAGT031-FAS23-133; O bag winter 2018;p063-01; bordo O bag knit ecopelliccia;OBAGT031;FAS23;133;grigio chiaro;light grey
CodeBarre;OBAGT031-FAS23-086; O bag winter 2018;p063-02; bordo O bag knit ecopelliccia;OBAGT031;FAS23;086;tortora;dove
CodeBarre;OBAGT031-LAS40-018; O bag winter 2018;p063-01; bordo O bag knit lana treccia;OBAGT031;LAS40;018;bordeaux;burgundy
CodeBarre;OBAGT031-LAS40-024; O bag winter 2018;p063-02; bordo O bag knit lana treccia;OBAGT031;LAS40;024;cioccolato;chocolate¬ 
CodeBarre;OBAGT031-LAS40-055; O bag winter 2018;p063-03; bordo O bag knit lana treccia;OBAGT031;LAS40;055;nero;black
CodeBarre;OBAGT031-LAS39-024; O bag winter 2018;p064-01; bordo O bag knit lana treccia;OBAGT031;LAS39;024;cioccolato;chocolate¬ 
CodeBarre;OBAGT031-LAS39-561; O bag winter 2018;p064-02; bordo O bag knit lana treccia;OBAGT031;LAS39;561;cammello;camel
CodeBarre;OBAGT031-LAS34-017; O bag winter 2018;p064-01; bordo O bag knit lana rasata;OBAGT031;LAS34;017;blu navy;navy blue
CodeBarre;OBAGT031-LAS34-055; O bag winter 2018;p064-02; bordo O bag knit lana rasata;OBAGT031;LAS34;055;nero;black
CodeBarre;OBAGT031-LAS34-086; O bag winter 2018;p064-03; bordo O bag knit lana rasata;OBAGT031;LAS34;086;tortora;dove - grey
CodeBarre;OBAGT031-LAS34-371; O bag winter 2018;p064-04; bordo O bag knit lana rasata;OBAGT031;LAS34;371;latte;milk
CodeBarre;OBAGT031-LAS34-018; O bag winter 2018;p064-05; bordo O bag knit lana rasata;OBAGT031;LAS34;018;bordeaux;bordeaux
CodeBarre;OBAGT032-FAS02-004; O bag winter 2018;p065-01; bordo O bag knit mini;OBAGT032;FAS02;004;argento;silver
CodeBarre;OBAGT032-FAS02-008; O bag winter 2018;p065-02; bordo O bag knit mini;OBAGT032;FAS02;008;bianco;white
CodeBarre;OBAGT032-FAS02-055; O bag winter 2018;p065-03; bordo O bag knit mini;OBAGT032;FAS02;055;nero;black
CodeBarre;OBAGT032-FAS02-075; O bag winter 2018;p065-04; bordo O bag knit mini;OBAGT032;FAS02;075;rosa smoke;rose smoke
CodeBarre;OBAGT032-FAS02-133; O bag winter 2018;p065-05; bordo O bag knit mini;OBAGT032;FAS02;133;grigio chiaro;light grey
CodeBarre;OBAGT032-FAS02-548; O bag winter 2018;p065-06; bordo O bag knit mini;OBAGT032;FAS02;548;bionda;blonde
CodeBarre;OBAGT032-FAS23-133; O bag winter 2018;p065-01; bordo O bag knit mini;OBAGT032;FAS23;133;grigio chiaro;light grey
CodeBarre;OBAGT032-FAS23-086; O bag winter 2018;p065-02; bordo O bag knit mini;OBAGT032;FAS23;086;tortora;dove - grey
CodeBarre;OBAGT032-LAS34-017; O bag winter 2018;p066-01; bordo O bag knit mini lana;OBAGT032;LAS34;017;blu navy;navy blue
CodeBarre;OBAGT032-LAS34-055; O bag winter 2018;p066-02; bordo O bag knit mini lana;OBAGT032;LAS34;055;nero;black
CodeBarre;OBAGT032-LAS34-086; O bag winter 2018;p066-03; bordo O bag knit mini lana;OBAGT032;LAS34;086;tortora;dove - grey
CodeBarre;OBAGT032-LAS34-371; O bag winter 2018;p066-04; bordo O bag knit mini lana;OBAGT032;LAS34;371;latte;milk
CodeBarre;OBAGT032-FAS04-009; O bag winter 2018;p066-01; bordo O bag knit mini;OBAGT032;FAS04;009;blu;blue
CodeBarre;OBAGT032-LAS40-024; O bag winter 2018;p067-01; bordo O bag knit mini lana;OBAGT032;LAS40;024;cioccolato;chocolate¬ 
CodeBarre;OBAGT032-LAS40-561; O bag winter 2018;p067-02; bordo O bag knit mini lana;OBAGT032;LAS40;561;cammello;camel
CodeBarre;OBAGT032-LAS40-018; O bag winter 2018;p067-03; bordo O bag knit mini lana;OBAGT032;LAS40;018;bordeaux;burgundy
CodeBarre;OBAGT032-LAS40-024; O bag winter 2018;p067-04; bordo O bag knit mini lana;OBAGT032;LAS40;024;cioccolato;chocolate¬ 
CodeBarre;OBAGT032-LAS40-055; O bag winter 2018;p067-05; bordo O bag knit mini lana;OBAGT032;LAS40;055;nero;black
CodeBarre;OBAGT033-FAS02-004; O bag winter 2018;p068-01; bordo O bag urban;OBAGT033;FAS02;004;argento;silver
